Faction,Augmentation,RepRequired,CurrentPrice,Category,ValueDensity,AlsoUnlockedAtThisRepOrLess,CountAlsoUnlocked
Four Sigma,Enhanced Social Interaction Implant,375000,2750000000,Charisma,0.0,NeuroFlux Governor; Speech Enhancement; ADR-V1 Pheromone Gene; Nuoptimal Nootropic Injector Implant; Neurotrainer III; Neuralstimulator; ADR-V2 Pheromone Gene; FocusWire; PC Direct-Neural Interface,9
Four Sigma,PC Direct-Neural Interface,375000,7500000000,Hacking; Reputation,1.01e-06,NeuroFlux Governor; Speech Enhancement; ADR-V1 Pheromone Gene; Nuoptimal Nootropic Injector Implant; Neurotrainer III; Neuralstimulator; ADR-V2 Pheromone Gene; FocusWire; Enhanced Social Interaction Implant,9
Fulcrum Secret Technologies,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Fulcrum Secret Technologies,Embedded Netburner Module,15000,500000000,Hacking,5.33e-06,NeuroFlux Governor,1
Fulcrum Secret Technologies,Nanofiber Weave,37500,250000000,Charisma; Combat,0.0,NeuroFlux Governor; Embedded Netburner Module,2
Fulcrum Secret Technologies,Enhanced Myelin Sheathing,100000,2750000000,Hacking,2.1e-06,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave,3
Fulcrum Secret Technologies,Embedded Netburner Module Core Implant,175000,5000000000,Hacking,1.71e-06,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing,4
Fulcrum Secret Technologies,Artificial Bio-neural Network Implant,275000,6000000000,Hacking,1.09e-06,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant,5
Fulcrum Secret Technologies,Synfibril Muscle,437500,2250000000,Combat,0.0,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant,6
Fulcrum Secret Technologies,PC Direct-Neural Interface Optimization Submodule,500000,9000000000,Hacking; Reputation,1.7e-06,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle,7
Fulcrum Secret Technologies,Embedded Netburner Module Analyze Engine,625000,12000000000,Hacking,1.6e-07,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule,8
Fulcrum Secret Technologies,Synthetic Heart,750000,5750000000,Charisma; Combat,0.0,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Embedded Netburner Module Analyze Engine; Graphene Bionic Legs Upgrade,10
Fulcrum Secret Technologies,Graphene Bionic Legs Upgrade,750000,9000000000,Combat,0.0,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Embedded Netburner Module Analyze Engine; Synthetic Heart,10
Fulcrum Secret Technologies,NEMEAN Subdermal Weave,875000,6500000000,Combat,0.0,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Embedded Netburner Module Analyze Engine; Synthetic Heart; Graphene Bionic Legs Upgrade,11
Fulcrum Secret Technologies,Embedded Netburner Module Core V2 Upgrade,1000000,9000000000,Hacking,6.3e-07,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Embedded Netburner Module Analyze Engine; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Embedded Netburner Module Direct Memory Access Upgrade,13
Fulcrum Secret Technologies,Embedded Netburner Module Direct Memory Access Upgrade,1000000,14000000000,Hacking,6e-07,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Embedded Netburner Module Analyze Engine; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Embedded Netburner Module Core V2 Upgrade,13
Fulcrum Secret Technologies,Graphene Bone Lacings,1125000,8500000000,Combat,0.0,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Embedded Netburner Module Analyze Engine; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade,14
Fulcrum Secret Technologies,PC Direct-Neural Interface NeuroNet Injector,1500000,15000000000,Hacking; Reputation,7.7e-07,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Embedded Netburner Module Analyze Engine; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings,15
Fulcrum Secret Technologies,Graphene Bionic Spine Upgrade,1625000,12000000000,Combat,0.0,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Embedded Netburner Module Analyze Engine; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings; PC Direct-Neural Interface NeuroNet Injector,16
Fulcrum Secret Technologies,Embedded Netburner Module Core V3 Upgrade,1750000,15000000000,Hacking,5.1e-07,NeuroFlux Governor; Embedded Netburner Module; Nanofiber Weave; Enhanced Myelin Sheathing; Embedded Netburner Module Core Implant; Artificial Bio-neural Network Implant; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Embedded Netburner Module Analyze Engine; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings; PC Direct-Neural Interface NeuroNet Injector; Graphene Bionic Spine Upgrade,17
Illuminati,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Illuminati,Synfibril Muscle,437500,2250000000,Combat,0.0,NeuroFlux Governor,1
Illuminati,Embedded Netburner Module Analyze Engine,625000,12000000000,Hacking,1.6e-07,NeuroFlux Governor; Synfibril Muscle,2
Illuminati,Synthetic Heart,750000,5750000000,Charisma; Combat,0.0,NeuroFlux Governor; Synfibril Muscle; Embedded Netburner Module Analyze Engine,3
Illuminati,NEMEAN Subdermal Weave,875000,6500000000,Combat,0.0,NeuroFlux Governor; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart,4
Illuminati,Embedded Netburner Module Direct Memory Access Upgrade,1000000,14000000000,Hacking,6e-07,NeuroFlux Governor; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; NEMEAN Subdermal Weave,5
Illuminati,Embedded Netburner Module Core V3 Upgrade,1750000,15000000000,Hacking,5.1e-07,NeuroFlux Governor; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; NEMEAN Subdermal Weave; Embedded Netburner Module Direct Memory Access Upgrade,6
Illuminati,QLink,1875000,50000000000000,Hacking,3.33e-06,NeuroFlux Governor; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; NEMEAN Subdermal Weave; Embedded Netburner Module Direct Memory Access Upgrade; Embedded Netburner Module Core V3 Upgrade,7
Ishima,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Ishima,Wired Reflexes,1250,5000000,Combat,0.0,NeuroFlux Governor,1
Ishima,Augmented Targeting I,5000,30000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes,2
Ishima,Combat Rib I,7500,47500000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Speech Processor Implant; INFRARET Enhancement,5
Ishima,Speech Processor Implant,7500,100000000,Charisma,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; INFRARET Enhancement,5
Ishima,INFRARET Enhancement,7500,60000000,Combat; Money/Work,4.667e-05,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Speech Processor Implant,5
Ishima,Neuralstimulator,50000,6000000000,Hacking,4.8e-06,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Speech Processor Implant; INFRARET Enhancement,6
KuaiGong International,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
KuaiGong International,Speech Enhancement,2500,25000000,Charisma; Reputation,4e-05,NeuroFlux Governor,1
KuaiGong International,Augmented Targeting I,5000,30000000,Combat,0.0,NeuroFlux Governor; Speech Enhancement,2
KuaiGong International,Combat Rib I,7500,47500000,Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I,3
KuaiGong International,Augmented Targeting II,8750,85000000,Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I,4
KuaiGong International,Combat Rib II,18750,130000000,Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II,5
KuaiGong International,Augmented Targeting III,27500,230000000,Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II,6
KuaiGong International,Combat Rib III,35000,240000000,Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III,7
KuaiGong International,Bionic Spine,45000,250000000,Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III,8
KuaiGong International,FocusWire,75000,1800000000,Charisma; Combat; Hacking; Money/Work; Reputation,4.67e-06,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Bionic Spine,9
KuaiGong International,Bionic Legs,150000,750000000,Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Bionic Spine; FocusWire; HyperSight Corneal Implant,11
KuaiGong International,HyperSight Corneal Implant,150000,5500000000,Charisma; Combat; Hacking,8.7e-07,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Bionic Spine; FocusWire; Bionic Legs,11
KuaiGong International,Synfibril Muscle,437500,2250000000,Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Bionic Spine; FocusWire; Bionic Legs; HyperSight Corneal Implant,12
KuaiGong International,Photosynthetic Cells,562500,5500000000,Charisma; Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Bionic Spine; FocusWire; Bionic Legs; HyperSight Corneal Implant; Synfibril Muscle,13
KuaiGong International,Synthetic Heart,750000,5750000000,Charisma; Combat,0.0,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Bionic Spine; FocusWire; Bionic Legs; HyperSight Corneal Implant; Synfibril Muscle; Photosynthetic Cells,14
KuaiGong International,Embedded Netburner Module Core V2 Upgrade,1000000,9000000000,Hacking,6.3e-07,NeuroFlux Governor; Speech Enhancement; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Bionic Spine; FocusWire; Bionic Legs; HyperSight Corneal Implant; Synfibril Muscle; Photosynthetic Cells; Synthetic Heart,15
MegaCorp,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
MegaCorp,ADR-V1 Pheromone Gene,3750,35000000,Charisma; Reputation,5.333e-05,NeuroFlux Governor,1
MegaCorp,Embedded Netburner Module,15000,500000000,Hacking,5.33e-06,NeuroFlux Governor; ADR-V1 Pheromone Gene,2
MegaCorp,Embedded Netburner Module Core Implant,175000,5000000000,Hacking,1.71e-06,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module,3
MegaCorp,Social Dynamics Processor,225000,2400000000,Charisma; Reputation,1.33e-06,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Embedded Netburner Module Core Implant,4
MegaCorp,Embedded Netburner Module Analyze Engine,625000,12000000000,Hacking,1.6e-07,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Embedded Netburner Module Core Implant; Social Dynamics Processor,5
MegaCorp,Graphene Bionic Legs Upgrade,750000,9000000000,Combat,0.0,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Embedded Netburner Module Core Implant; Social Dynamics Processor; Embedded Netburner Module Analyze Engine,6
MegaCorp,Embedded Netburner Module Core V2 Upgrade,1000000,9000000000,Hacking,6.3e-07,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Embedded Netburner Module Core Implant; Social Dynamics Processor; Embedded Netburner Module Analyze Engine; Graphene Bionic Legs Upgrade; Embedded Netburner Module Direct Memory Access Upgrade,8
MegaCorp,Embedded Netburner Module Direct Memory Access Upgrade,1000000,14000000000,Hacking,6e-07,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Embedded Netburner Module Core Implant; Social Dynamics Processor; Embedded Netburner Module Analyze Engine; Graphene Bionic Legs Upgrade; Embedded Netburner Module Core V2 Upgrade,8
MegaCorp,CordiARC Fusion Reactor,1125000,10000000000,Combat,0.0,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Embedded Netburner Module Core Implant; Social Dynamics Processor; Embedded Netburner Module Analyze Engine; Graphene Bionic Legs Upgrade; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade,9
MegaCorp,Embedded Netburner Module Core V3 Upgrade,1750000,15000000000,Hacking,5.1e-07,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Embedded Netburner Module Core Implant; Social Dynamics Processor; Embedded Netburner Module Analyze Engine; Graphene Bionic Legs Upgrade; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; CordiARC Fusion Reactor,10
NWO,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
NWO,ADR-V1 Pheromone Gene,3750,35000000,Charisma; Reputation,5.333e-05,NeuroFlux Governor,1
NWO,Embedded Netburner Module,15000,500000000,Hacking,5.33e-06,NeuroFlux Governor; ADR-V1 Pheromone Gene,2
NWO,Neurotrainer III,25000,260000000,Charisma; Combat; Hacking,8e-06,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Power Recirculation Core,4
NWO,Power Recirculation Core,25000,360000000,Charisma; Combat; Hacking,6e-06,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III,4
NWO,Embedded Netburner Module Core Implant,175000,5000000000,Hacking,1.71e-06,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core,5
NWO,Enhanced Social Interaction Implant,375000,2750000000,Charisma,0.0,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core; Embedded Netburner Module Core Implant,6
NWO,Synfibril Muscle,437500,2250000000,Combat,0.0,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core; Embedded Netburner Module Core Implant; Enhanced Social Interaction Implant,7
NWO,Embedded Netburner Module Analyze Engine,625000,12000000000,Hacking,1.6e-07,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core; Embedded Netburner Module Core Implant; Enhanced Social Interaction Implant; Synfibril Muscle,8
NWO,Synthetic Heart,750000,5750000000,Charisma; Combat,0.0,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core; Embedded Netburner Module Core Implant; Enhanced Social Interaction Implant; Synfibril Muscle; Embedded Netburner Module Analyze Engine,9
NWO,Xanipher,875000,8500000000,Charisma; Combat; Hacking,4e-07,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core; Embedded Netburner Module Core Implant; Enhanced Social Interaction Implant; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart,10
NWO,Embedded Netburner Module Core V2 Upgrade,1000000,9000000000,Hacking,6.3e-07,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core; Embedded Netburner Module Core Implant; Enhanced Social Interaction Implant; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; Xanipher; Embedded Netburner Module Direct Memory Access Upgrade,12
NWO,Embedded Netburner Module Direct Memory Access Upgrade,1000000,14000000000,Hacking,6e-07,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core; Embedded Netburner Module Core Implant; Enhanced Social Interaction Implant; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; Xanipher; Embedded Netburner Module Core V2 Upgrade,12
NWO,Hydroflame Left Arm,1250000,5000000000000,Combat,0.0,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core; Embedded Netburner Module Core Implant; Enhanced Social Interaction Implant; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; Xanipher; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade,13
NWO,Embedded Netburner Module Core V3 Upgrade,1750000,15000000000,Hacking,5.1e-07,NeuroFlux Governor; ADR-V1 Pheromone Gene; Embedded Netburner Module; Neurotrainer III; Power Recirculation Core; Embedded Netburner Module Core Implant; Enhanced Social Interaction Implant; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; Xanipher; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; Hydroflame Left Arm,14
Netburners,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Netburners,Hacknet Node NIC Architecture Neural-Upload,1875,9000000,Hacknet,0.00010667,NeuroFlux Governor,1
Netburners,Hacknet Node Cache Architecture Neural-Upload,2500,11000000,Hacknet,0.0001,NeuroFlux Governor; Hacknet Node NIC Architecture Neural-Upload,2
Netburners,Hacknet Node CPU Architecture Neural-Upload,3750,22000000,Hacknet,8e-05,NeuroFlux Governor; Hacknet Node NIC Architecture Neural-Upload; Hacknet Node Cache Architecture Neural-Upload,3
Netburners,Hacknet Node Kernel Direct-Neural Interface,7500,80000000,Hacknet,3.333e-05,NeuroFlux Governor; Hacknet Node NIC Architecture Neural-Upload; Hacknet Node Cache Architecture Neural-Upload; Hacknet Node CPU Architecture Neural-Upload,4
Netburners,Hacknet Node Core Direct-Neural Interface,12500,120000000,Hacknet,3.6e-05,NeuroFlux Governor; Hacknet Node NIC Architecture Neural-Upload; Hacknet Node Cache Architecture Neural-Upload; Hacknet Node CPU Architecture Neural-Upload; Hacknet Node Kernel Direct-Neural Interface,5
New Tokyo,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
New Tokyo,Nuoptimal Nootropic Injector Implant,5000,40000000,Charisma; Reputation,4e-05,NeuroFlux Governor,1
New Tokyo,NutriGen Implant,6250,5000000,Combat,0.0,NeuroFlux Governor; Nuoptimal Nootropic Injector Implant,2
New Tokyo,Speech Processor Implant,7500,100000000,Charisma,0.0,NeuroFlux Governor; Nuoptimal Nootropic Injector Implant; NutriGen Implant,3
New Tokyo,Neuralstimulator,50000,6000000000,Hacking,4.8e-06,NeuroFlux Governor; Nuoptimal Nootropic Injector Implant; NutriGen Implant; Speech Processor Implant,4
New Tokyo,DataJack,112500,900000000,Hacking,2.22e-06,NeuroFlux Governor; Nuoptimal Nootropic Injector Implant; NutriGen Implant; Speech Processor Implant; Neuralstimulator,5
NiteSec,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
NiteSec,BitWire,3750,20000000,Hacking,1.333e-05,NeuroFlux Governor,1
NiteSec,Artificial Synaptic Potentiation,6250,160000000,Hacking,1.92e-05,NeuroFlux Governor; BitWire,2
NiteSec,Cranial Signal Processors - Gen I,10000,140000000,Hacking,6e-06,NeuroFlux Governor; BitWire; Artificial Synaptic Potentiation; Neurotrainer II,4
NiteSec,Neurotrainer II,10000,90000000,Charisma; Combat; Hacking,1.5e-05,NeuroFlux Governor; BitWire; Artificial Synaptic Potentiation; Cranial Signal Processors - Gen I,4
NiteSec,Embedded Netburner Module,15000,500000000,Hacking,5.33e-06,NeuroFlux Governor; BitWire; Artificial Synaptic Potentiation; Cranial Signal Processors - Gen I; Neurotrainer II,5
NiteSec,Cranial Signal Processors - Gen II,18750,250000000,Hacking,7.47e-06,NeuroFlux Governor; BitWire; Artificial Synaptic Potentiation; Cranial Signal Processors - Gen I; Neurotrainer II; Embedded Netburner Module,6
NiteSec,Neural-Retention Enhancement,20000,500000000,Hacking,1.25e-05,NeuroFlux Governor; BitWire; Artificial Synaptic Potentiation; Cranial Signal Processors - Gen I; Neurotrainer II; Embedded Netburner Module; Cranial Signal Processors - Gen II,7
NiteSec,CRTX42-AA Gene Modification,45000,450000000,Hacking,5.11e-06,NeuroFlux Governor; BitWire; Artificial Synaptic Potentiation; Cranial Signal Processors - Gen I; Neurotrainer II; Embedded Netburner Module; Cranial Signal Processors - Gen II; Neural-Retention Enhancement,8
NiteSec,Cranial Signal Processors - Gen III,50000,1100000000,Hacking,5.2e-06,NeuroFlux Governor; BitWire; Artificial Synaptic Potentiation; Cranial Signal Processors - Gen I; Neurotrainer II; Embedded Netburner Module; Cranial Signal Processors - Gen II; Neural-Retention Enhancement; CRTX42-AA Gene Modification,9
NiteSec,DataJack,112500,900000000,Hacking,2.22e-06,NeuroFlux Governor; BitWire; Artificial Synaptic Potentiation; Cranial Signal Processors - Gen I; Neurotrainer II; Embedded Netburner Module; Cranial Signal Processors - Gen II; Neural-Retention Enhancement; CRTX42-AA Gene Modification; Cranial Signal Processors - Gen III,10
OmniTek Incorporated,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
OmniTek Incorporated,Augmented Targeting I,5000,30000000,Combat,0.0,NeuroFlux Governor,1
OmniTek Incorporated,Combat Rib I,7500,47500000,Combat,0.0,NeuroFlux Governor; Augmented Targeting I,2
OmniTek Incorporated,Augmented Targeting II,8750,85000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting I; Combat Rib I,3
OmniTek Incorporated,Combat Rib II,18750,130000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II,4
OmniTek Incorporated,Augmented Targeting III,27500,230000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II,5
OmniTek Incorporated,Combat Rib III,35000,240000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III,6
OmniTek Incorporated,Nanofiber Weave,37500,250000000,Charisma; Combat,0.0,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III,7
OmniTek Incorporated,Bionic Spine,45000,250000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Nanofiber Weave,8
OmniTek Incorporated,Bionic Legs,150000,750000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Nanofiber Weave; Bionic Spine,9
OmniTek Incorporated,Social Dynamics Processor,225000,2400000000,Charisma; Reputation,1.33e-06,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Nanofiber Weave; Bionic Spine; Bionic Legs,10
OmniTek Incorporated,Enhanced Social Interaction Implant,375000,2750000000,Charisma,0.0,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Nanofiber Weave; Bionic Spine; Bionic Legs; Social Dynamics Processor; PC Direct-Neural Interface,12
OmniTek Incorporated,PC Direct-Neural Interface,375000,7500000000,Hacking; Reputation,1.01e-06,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Nanofiber Weave; Bionic Spine; Bionic Legs; Social Dynamics Processor; Enhanced Social Interaction Implant,12
OmniTek Incorporated,OmniTek InfoLoad,625000,5750000000,Hacking,7.2e-07,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Nanofiber Weave; Bionic Spine; Bionic Legs; Social Dynamics Processor; Enhanced Social Interaction Implant; PC Direct-Neural Interface,13
OmniTek Incorporated,Embedded Netburner Module Core V2 Upgrade,1000000,9000000000,Hacking,6.3e-07,NeuroFlux Governor; Augmented Targeting I; Combat Rib I; Augmented Targeting II; Combat Rib II; Augmented Targeting III; Combat Rib III; Nanofiber Weave; Bionic Spine; Bionic Legs; Social Dynamics Processor; Enhanced Social Interaction Implant; PC Direct-Neural Interface; OmniTek InfoLoad,14
Sector-12,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Sector-12,Wired Reflexes,1250,5000000,Combat,0.0,NeuroFlux Governor,1
Sector-12,Augmented Targeting I,5000,30000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes,2
Sector-12,Speech Processor Implant,7500,100000000,Charisma,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I,3
